mun,ano,rf_veiculo,rf,homicidio_doloso,lcd,estupro,id_municipio,pop,gm,gm_ano,tx_rf_veiculo,tx_rf,tx_homicidio_doloso,tx_lcd,tx_estupro,pre_treated,treat
Júlio Mesquita,2004,2,23,0,32,1,3525805,4332,0,NA,46.16805170821791,530.9325946445059,0,738.68882733148655,23.084025854108955,0,0
Jumirim,2004,0,25,0,10,0,3525854,2497,0,NA,0,1001.2014417300761,0,400.4805766920304,0,0,0
Jundiaí,2004,693,7,48,1,28,3525904,340907,1,1949,203.281246791647,2.0533459271883534,14.080086357862994,0.29333513245547904,8.213383708753414,1,0
Junqueirópolis,2004,2,54,1,107,1,3526001,16644,0,NA,12.01634222542658,324.44124008651767,6.00817111271329,642.874309060322,6.00817111271329,0,0
Juquiá,2004,9,577,7,174,1,3526100,22344,1,1990,40.27926960257788,2582.3487289652703,31.32832080200501,778.7325456498389,4.475474400286431,1,0
Juquitiba,2004,46,566,13,88,7,3526209,29789,0,NA,154.4194165631609,1900.030212494545,43.6402698982846,295.41105777300345,23.498606868307093,0,0
Lagoinha,2004,2,54,0,9,0,3526308,5122,0,NA,39.04724716907458,1054.2756735650137,0,175.7126122608356,0,0,0
Laranjal Paulista,2004,10,254,3,139,1,3526407,23685,1,1996,42.22081486172683,1072.4086974878614,12.666244458518051,586.869326578003,4.222081486172684,1,0
Lavínia,2004,1,68,1,39,0,3526506,4974,0,NA,20.10454362685967,1367.1089666264575,20.10454362685967,784.077201447527,0,0,0
Lavrinhas,2004,1,89,1,35,0,3526605,6692,1,2017,14.943215780035862,1329.9462044231918,14.943215780035862,523.0125523012553,0,0,0
Leme,2004,156,165,12,748,8,3526704,87192,1,1998,178.915496834572,189.2375447288742,13.762730525736306,857.8768694375631,9.175153683824204,1,0
Lençóis Paulista,2004,38,743,3,213,3,3526803,60275,1,2018,63.044379925342184,1232.683533803401,4.977187888842804,353.38034010783906,4.977187888842804,0,0
Limeira,2004,828,5,31,1,18,3526902,270223,1,1983,306.41359173719485,1.8503236216014183,11.472006453928792,0.3700647243202836,6.661165037765105,1,0
Lindóia,2004,4,86,0,38,0,3527009,6021,1,2017,66.43414715163594,1428.3341637601727,0,631.1243979405415,0,0,0
Lins,2004,55,60,5,700,5,3527108,69721,1,2018,78.88584501082887,86.05728546635878,7.171440455529898,1004.0016637741857,7.171440455529898,0,0
Lorena,2004,101,334,20,554,9,3527207,81973,1,2015,123.21130128212948,407.4512339428836,24.3982774816098,675.8322862405914,10.97922486672441,0,0
Lourdes,2004,0,14,0,11,0,3527256,2182,0,NA,0,641.6131989000917,0,504.1246562786435,0,0,0
Louveira,2004,52,534,2,221,0,3527306,27825,1,1983,186.88230008984726,1919.1374663072777,7.187780772686433,794.2497753818509,0,1,0
Lucélia,2004,2,138,0,182,0,3527405,18569,0,NA,10.770639237438742,743.1741073832732,0,980.1281706069256,0,0,0
Lucianópolis,2004,0,6,0,14,0,3527504,2051,0,NA,0,292.54022428083863,0,682.5938566552901,0,0,0
Luís Antônio,2004,7,75,0,32,0,3527603,7837,0,NA,89.31989281612861,956.998851601378,0,408.31951001658797,0,0,0
Luiziânia,2004,0,37,0,40,0,3527702,4334,0,NA,0,853.7148131056761,0,922.9349330872172,0,0,0
Lupércio,2004,0,16,0,22,2,3527801,4306,0,NA,0,371.57454714352065,0,510.9150023223409,46.44681839294008,0,0
Lutécia,2004,0,25,0,25,0,3527900,3029,0,NA,0,825.3549026081214,0,825.3549026081214,0,0,0
Macatuba,2004,6,214,1,95,0,3528007,16924,0,NA,35.45261167572678,1264.4764831009218,5.90876861262113,561.3330181990073,0,0,0
Macaubal,2004,1,41,1,21,0,3528106,7388,0,NA,13.535462912831619,554.9539794260963,13.535462912831619,284.24472116946396,0,0,0
Macedônia,2004,0,15,0,19,0,3528205,3661,0,NA,0,409.72411909314394,0,518.983884184649,0,0,0
Magda,2004,0,23,0,17,0,3528304,3289,0,NA,0,699.3006993006993,0,516.8744299179082,0,0,0
Mairinque,2004,95,711,9,194,2,3528403,45376,1,1989,209.3617771509168,1566.9076163610719,19.834273624823695,427.5387870239775,4.407616361071932,1,0
Mairiporã,2004,174,1050,21,510,10,3528502,70461,1,2002,246.94511857623365,1490.1860603738237,29.803721207476478,723.8046578958573,14.192248194036416,0,1
Manduri,2004,3,51,0,79,0,3528601,8781,0,NA,34.1646737273659,580.7994533652203,0,899.6697414873021,0,0,0
Marabá Paulista,2004,0,46,0,26,0,3528700,3804,0,NA,0,1209.2534174553102,0,683.4910620399579,0,0,0
Maracaí,2004,10,122,1,128,0,3528809,13280,0,NA,75.30120481927712,918.6746987951808,7.530120481927711,963.855421686747,0,0,0
Marapoama,2004,0,22,0,11,1,3528858,2445,0,NA,0,899.7955010224949,0,449.89775051124747,40.899795501022496,0,0
Mariápolis,2004,0,11,0,26,0,3528908,3598,0,NA,0,305.7254030016676,0,722.6236798221234,0,0,0
Marília,2004,132,510,21,1,11,3529005,215911,0,NA,61.13630153164962,236.20843773591898,9.726229789126075,0.46315379948219404,5.0946917943041345,0,0
Marinópolis,2004,0,11,0,13,0,3529104,2250,0,NA,0,488.88888888888886,0,577.7777777777777,0,0,0
Martinópolis,2004,11,307,0,215,0,3529203,23717,0,NA,46.38023358772189,1294.4301555846016,0,906.5227473963823,0,0,0
Matão,2004,94,978,4,622,3,3529302,75929,1,1985,123.79986566397555,1288.0454108443414,5.268079389956407,819.1863451382212,3.9510595424673047,1,0
Mauá,2004,980,5,108,635,34,3529401,398482,1,1967,245.9333169377789,1.2547618211111167,27.10285533600012,159.35475128111182,8.532380383555594,1,0
Mendonça,2004,5,60,2,3,1,3529500,3891,0,NA,128.5016705217168,1542.0200462606015,51.40066820868672,77.10100231303007,25.70033410434336,0,0
Meridiano,2004,0,18,0,24,0,3529609,4149,0,NA,0,433.83947939262475,0,578.4526391901663,0,0,0
Mesópolis,2004,0,3,0,15,0,3529658,1889,0,NA,0,158.81418740074113,0,794.0709370037057,0,0,0
Miguelópolis,2004,22,664,2,256,2,3529708,19846,0,NA,110.85357250831402,3345.7623702509322,10.07759750075582,1289.932480096745,10.07759750075582,0,0
Mineiros do Tietê,2004,4,143,0,132,1,3529807,12407,0,NA,32.239864592568715,1152.5751591843314,0,1063.9155315547673,8.059966148142179,0,0
Mira Estrela,2004,0,10,0,23,1,3530003,2560,0,NA,0,390.625,0,898.4374999999999,39.0625,0,0
Miracatu,2004,26,540,11,79,6,3529906,24134,0,NA,107.73183061241402,2237.5072511809067,45.578851412944395,327.33902378387336,24.861191679787854,0,0
Mirandópolis,2004,2,267,0,175,1,3530102,26707,0,NA,7.488673381510465,999.7378964316472,0,655.2589208821657,3.7443366907552327,0,0
Mirante do Paranapanema,2004,0,207,0,181,0,3530201,16744,1,2018,0,1236.2637362637363,0,1080.9842331581463,0,0,0
Mirassol,2004,41,90,5,341,2,3530300,52966,0,NA,77.40814862364536,169.9203262470264,9.4400181248348,643.8092361137333,3.7760072499339197,0,0
Mirassolândia,2004,3,54,0,23,1,3530409,4111,0,NA,72.97494526879105,1313.549014838239,0,559.4745803940647,24.324981756263682,0,0
Mococa,2004,45,927,8,505,2,3530508,69268,1,1984,64.96506323266155,1338.2803025928279,11.549344574695386,729.0523762776463,2.8873361436738465,1,0
Mogi das Cruzes,2004,887,6,84,2,40,3530607,359519,1,2002,246.71853226116005,1.6688964978206995,23.36455096948979,0.5562988326068998,11.125976652137995,0,1
Mogi Guaçu,2004,347,635,15,696,11,3530706,136258,1,1982,254.6639463370958,466.02768277825885,11.00852793964391,510.7956963994775,8.072920489072201,1,0
Mogi Mirim,2004,286,327,11,448,6,3530805,90042,1,1980,317.62955065413917,363.1638568667955,12.216521179005351,497.5455898358544,6.663557006730193,1,0
Mombuca,2004,3,34,0,18,0,3530904,3369,1,2009,89.04719501335708,1009.2015434847135,0,534.2831700801424,0,0,0
Monções,2004,3,12,0,16,0,3531001,2028,0,NA,147.92899408284023,591.7159763313609,0,788.9546351084813,0,0,0
Mongaguá,2004,158,318,6,379,9,3531100,43344,1,1991,364.52565522332964,733.6655592469546,13.842746400885936,874.4001476559616,20.764119601328904,1,0
Monte Alegre do Sul,2004,5,54,1,16,1,3531209,6774,0,NA,73.81163271331562,797.1656333038087,14.762326542663125,236.19722468261,14.762326542663125,0,0
Monte Alto,2004,27,543,2,353,2,3531308,45599,1,1986,59.21182482071975,1190.8155880611416,4.386061097831093,774.1397837671879,4.386061097831093,1,0
Monte Aprazível,2004,12,273,1,183,2,3531407,18879,0,NA,63.562688701732085,1446.0511679644048,5.2968907251443405,969.3310027014143,10.593781450288681,0,0
Monte Azul Paulista,2004,6,298,1,107,1,3531506,20505,1,1986,29.26115581565472,1453.3040721775176,4.87685930260912,521.8239453791758,4.87685930260912,1,0
Monte Castelo,2004,0,13,0,25,1,3531605,3766,0,NA,0,345.19383961763145,0,663.8343069569836,26.55337227827934,0,0
Monte Mor,2004,64,646,18,172,3,3531803,43384,1,1979,147.51982297621242,1489.0282131661443,41.489950212059746,396.4595242485709,6.914991702009957,1,0
Monteiro Lobato,2004,4,57,1,21,0,3531704,3736,0,NA,107.06638115631692,1525.695931477516,26.76659528907923,562.0985010706638,0,0,0
Morro Agudo,2004,17,414,1,124,4,3531902,27570,1,1964,61.66122597025753,1501.6322089227422,3.6271309394269133,449.7642364889373,14.508523757707653,1,0
Morungaba,2004,12,119,0,33,1,3532009,10784,0,NA,111.2759643916914,1103.4866468842729,0,306.00890207715133,9.27299703264095,0,0
Motuca,2004,3,31,1,41,0,3532058,4164,0,NA,72.04610951008645,744.4764649375601,24.015369836695484,984.6301633045149,0,0,0
Murutinga do Sul,2004,2,54,0,36,1,3532108,4068,0,NA,49.164208456243855,1327.433628318584,0,884.9557522123894,24.582104228121928,0,0
Nantes,2004,2,32,1,27,0,3532157,2213,0,NA,90.37505648441031,1446.000903750565,45.187528242205154,1220.0632625395392,0,0,0
Narandiba,2004,0,24,0,31,0,3532207,4053,0,NA,0,592.1539600296077,0,764.8655317049099,0,0,0
Natividade da Serra,2004,4,92,3,51,0,3532306,7205,0,NA,55.51700208188758,1276.891047883414,41.63775156141568,707.8417765440666,0,0,0
Nazaré Paulista,2004,42,305,6,72,1,3532405,15815,0,NA,265.5706607650964,1928.5488460322479,37.938665823585204,455.2639898830225,6.323110970597534,0,0
Neves Paulista,2004,0,62,1,67,0,3532504,9212,0,NA,0,673.0351715154146,10.855405992184108,727.3122014763352,0,0,0
Nhandeara,2004,4,84,0,80,0,3532603,10118,0,NA,39.533504645186795,830.2035975489226,0,790.6700929037358,0,0,0
Nipoã,2004,3,45,0,15,0,3532702,3509,0,NA,85.49444286121403,1282.4166429182103,0,427.4722143060701,0,0,0
Nova Aliança,2004,3,39,0,7,0,3532801,5062,0,NA,59.26511260371395,770.4464638482813,0,138.2852627419992,0,0,0
Nova Campina,2004,1,98,0,40,0,3532827,8361,0,NA,11.96029183112068,1172.1085994498267,0,478.41167324482717,0,0,0
Nova Canaã Paulista,2004,0,11,0,17,0,3532843,2351,0,NA,0,467.8860059549128,0,723.0965546575925,0,0,0
Nova Castilho,2004,0,7,0,3,0,3532868,1020,0,NA,0,686.2745098039215,0,294.11764705882354,0,0,0
Nova Europa,2004,2,29,0,17,0,3532900,8295,0,NA,24.110910186859556,349.6081977094635,0,204.94273658830622,0,0,0
Nova Granada,2004,6,297,1,88,0,3533007,18110,0,NA,33.13086692435119,1639.9779127553838,5.521811154058532,485.91938155715076,0,0,0
Nova Guataporanga,2004,0,6,0,28,1,3533106,2063,0,NA,0,290.838584585555,0,1357.2467280659234,48.47309743092584,0,0
Nova Independência,2004,0,16,1,11,1,3533205,2098,0,NA,0,762.6310772163965,47.66444232602478,524.3088655862726,47.66444232602478,0,0
Nova Luzitânia,2004,1,25,1,29,1,3533304,2802,0,NA,35.6887937187723,892.2198429693077,35.6887937187723,1034.975017844397,35.6887937187723,0,0
Nova Odessa,2004,137,914,7,253,1,3533403,46180,1,1987,296.66522304027717,1979.2117799913383,15.158077089649199,547.8562148116067,2.1654395842355996,1,0
Novais,2004,1,26,1,26,0,3533254,3294,0,NA,30.35822707953856,789.3139040680024,30.35822707953856,789.3139040680024,0,0,0
Novo Horizonte,2004,16,651,3,359,1,3533502,33451,0,NA,47.83115601925204,1946.1301605333172,8.968341753609758,1073.2115631819677,2.9894472512032526,0,0
Nuporanga,2004,0,75,0,58,0,3533601,6576,0,NA,0,1140.5109489051094,0,881.9951338199513,0,0,0
Ocauçu,2004,0,32,0,15,1,3533700,4089,0,NA,0,782.5874296894107,0,366.8378576669112,24.455857177794083,0,0
Óleo,2004,1,16,0,13,1,3533809,3093,0,NA,32.33107015842224,517.2971225347559,0,420.3039120594891,32.33107015842224,0,0
Olímpia,2004,21,49,4,445,4,3533908,47607,0,NA,44.11116012351125,102.92604028819291,8.402125737811666,934.7364883315479,8.402125737811666,0,0
Onda Verde,2004,2,47,0,13,1,3534005,3713,0,NA,53.86479935362241,1265.8227848101264,0,350.1211957985456,26.932399676811205,0,0
Oriente,2004,1,39,0,42,1,3534104,5412,0,NA,18.477457501847745,720.6208425720621,0,776.0532150776054,18.477457501847745,0,0
Orindiúva,2004,1,27,0,12,0,3534203,4733,0,NA,21.128248468201985,570.4627086414537,0,253.5389816184238,0,0,0
Orlândia,2004,10,395,9,218,2,3534302,38408,0,NA,26.03624244948969,1028.4315767548428,23.43261820454072,567.5900853988752,5.207248489897938,0,0
Osasco,2004,868,5,96,1,70,3534401,695879,1,1990,124.73432881291144,0.7185157189683838,13.79550180419297,0.14370314379367677,10.059220065557374,1,0
Oscar Bressane,2004,0,17,0,31,0,3534500,2562,0,NA,0,663.5441061670571,0,1209.9921935987509,0,0,0
Osvaldo Cruz,2004,3,304,2,223,0,3534609,30023,0,NA,9.992339206608268,1012.5570396029711,6.661559471072177,742.7638810245479,0,0,0
Ourinhos,2004,84,231,18,878,11,3534708,102533,1,2019,81.92484370885471,225.29332019935043,17.55532365189744,856.3096759092194,10.728253342826212,0,0
Ouro Verde,2004,1,26,1,51,0,3534807,7176,0,NA,13.935340022296543,362.3188405797101,13.935340022296543,710.7023411371237,0,0,0
Ouroeste,2004,1,49,0,51,0,3534757,6981,0,NA,14.324595330181923,701.9051711789142,0,730.554361839278,0,0,0
Pacaembu,2004,0,84,1,129,0,3534906,12596,0,NA,0,666.8783740870117,7.939028262940616,1024.1346459193396,0,0,0
Palestina,2004,6,49,1,30,3,3535002,9146,0,NA,65.6024491581019,535.7533347911656,10.933741526350317,328.01224579050955,32.80122457905095,0,0
Palmares Paulista,2004,1,75,1,39,1,3535101,9010,1,1994,11.098779134295228,832.4084350721421,11.098779134295228,432.8523862375139,11.098779134295228,1,0
Palmeira d'Oeste,2004,4,57,1,58,0,3535200,10000,0,NA,40,570,10,580,0,0,0
Palmital,2004,8,308,1,120,0,3535309,21736,0,NA,36.8052999631947,1417.004048582996,4.600662495399337,552.0794994479205,0,0,0
Panorama,2004,5,198,1,200,0,3535408,14319,0,NA,34.91863956980236,1382.7781269641735,6.983727913960472,1396.7455827920944,0,0,0
Paraguaçu Paulista,2004,80,71,4,472,0,3535507,42582,1,1996,187.87281010755717,166.737118970457,9.39364050537786,1108.4495796345875,0,1,0
Paraibuna,2004,20,209,3,66,0,3535606,18096,0,NA,110.52166224580019,1154.951370468612,16.578249336870027,364.7214854111406,0,0,0
Paraíso,2004,2,33,0,48,0,3535705,5786,1,2002,34.566194262011756,570.342205323194,0,829.5886622882821,0,0,1
Paranapanema,2004,2,121,0,133,2,3535804,16902,0,NA,11.832919181161992,715.8916104603005,0,786.8891255472726,11.832919181161992,0,0
Paranapuã,2004,0,13,0,14,0,3535903,3563,0,NA,0,364.86107213022734,0,392.9273084479371,0,0,0
Parapuã,2004,3,155,0,138,0,3536000,10943,0,NA,27.414785707758384,1416.4305949008499,0,1261.0801425568857,0,0,0
Pardinho,2004,0,28,0,25,0,3536109,5393,0,NA,0,519.1915445948451,0,463.56387910254034,0,0,0
Pariquera-Açu,2004,10,212,2,81,1,3536208,19950,0,NA,50.12531328320802,1062.65664160401,10.025062656641605,406.01503759398497,5.012531328320803,0,0
Parisi,2004,0,7,0,16,0,3536257,2170,0,NA,0,322.5806451612903,0,737.3271889400921,0,0,0
Patrocínio Paulista,2004,5,192,0,51,1,3536307,12289,1,1996,40.68679306697046,1562.3728537716659,0,415.00528928309865,8.137358613394092,1,0
Paulicéia,2004,1,23,0,57,0,3536406,5889,0,NA,16.98081168279844,390.5586687043641,0,967.906265919511,0,0,0
Paulínia,2004,228,190,20,200,2,3536505,58827,1,1980,387.577132949156,322.9809441242967,33.997994118347016,339.97994118347015,3.3997994118347017,1,0
Paulistânia,2004,1,10,0,4,0,3536570,1910,0,NA,52.356020942408385,523.5602094240838,0,209.42408376963354,0,0,0
Paulo de Faria,2004,1,122,0,21,0,3536604,8550,0,NA,11.695906432748538,1426.9005847953215,0,245.61403508771932,0,0,0
Pederneiras,2004,39,984,6,283,1,3536703,38970,0,NA,100.07698229407237,2525.019245573518,15.396458814472672,726.1996407492944,2.5660764690787783,0,0
Pedra Bela,2004,6,73,0,29,0,3536802,5849,0,NA,102.58163788681826,1248.076594289622,0,495.8112497862883,0,0,0
Pedranópolis,2004,0,13,1,31,0,3536901,2544,0,NA,0,511.00628930817606,39.308176100628934,1218.553459119497,0,0,0
Pedregulho,2004,8,255,0,129,3,3537008,15643,1,2017,51.141085469539085,1630.1220993415584,0,824.6500031963179,19.17790705107716,0,0
Pedreira,2004,86,537,2,267,0,3537107,38937,1,1996,220.86960988263093,1379.1509361275907,5.136502555410021,685.7230911472378,0,1,0
Pedrinhas Paulista,2004,0,22,0,16,0,3537156,3004,0,NA,0,732.3568575233022,0,532.6231691078563,0,0,0
Pedro de Toledo,2004,7,162,6,41,0,3537206,9880,0,NA,70.8502024291498,1639.6761133603238,60.72874493927126,414.97975708502025,0,0,0
Penápolis,2004,50,71,1,444,7,3537305,57893,0,NA,86.36622735045688,122.64004283764876,1.7273245470091376,766.932098872057,12.091271829063963,0,0
Pereira Barreto,2004,8,592,0,236,5,3537404,24743,0,NA,32.332376833852,2392.595885705048,0,953.805116598634,20.2077355211575,0,0
Pereiras,2004,8,68,0,30,2,3537503,7139,0,NA,112.06051267684549,952.5143577531868,0,420.22692253817064,28.015128169211373,0,0
Peruíbe,2004,167,393,19,411,11,3537602,61034,1,2009,273.6179834190779,643.9033981059737,31.130189730314253,673.3951567978504,18.022741422813514,0,0
Piacatu,2004,2,31,1,44,1,3537701,4669,0,NA,42.83572499464553,663.9537374170058,21.417862497322766,942.3859498822018,21.417862497322766,0,0
Piedade,2004,91,747,2,210,3,3537800,53492,1,2004,170.11889628355644,1396.4705002617216,3.7388768413968445,392.5820683466687,5.6083152620952665,0,1
Pilar do Sul,2004,17,380,1,117,1,3537909,26236,0,NA,64.79646287543834,1448.3915230980333,3.8115566397316667,445.95212684860496,3.8115566397316667,0,0
Pindamonhangaba,2004,265,520,11,639,14,3538006,138320,1,1969,191.58473105841526,375.9398496240601,7.952573742047426,461.97223828802777,10.121457489878543,1,0
Pindorama,2004,5,144,1,158,3,3538105,13486,0,NA,37.07548568886253,1067.7739878392408,7.415097137772504,1171.5853477680557,22.245291413317513,0,0
Pinhalzinho,2004,13,195,0,61,0,3538204,12296,1,1984,105.72543916720885,1585.881587508133,0,496.09629147690305,0,1,0
Piquerobi,2004,0,13,0,44,1,3538303,3586,0,NA,0,362.5209146681539,0,1226.993865030675,27.886224205242613,0,0
Piquete,2004,2,120,1,98,0,3538501,15431,0,NA,12.96092281770462,777.6553690622771,6.48046140885231,635.0852180675264,0,0,0
Piracaia,2004,23,395,4,167,1,3538600,25578,1,1981,89.92102588161701,1544.2958792712486,15.638439283759482,652.9048400969583,3.9096098209398704,1,0
Piracicaba,2004,310,8,51,2,15,3538709,355039,1,1990,87.31435138111588,2.2532735840287965,14.36461909818358,0.5633183960071991,4.224887970053993,1,0
Piraju,2004,5,149,3,197,1,3538808,28831,0,NA,17.34244389719399,516.8048281363809,10.405466338316396,683.2922895494432,3.4684887794387986,0,0
Pirajuí,2004,2,156,3,115,2,3538907,20745,0,NA,9.640877319836106,751.9884309472161,14.461315979754158,554.350445890576,9.640877319836106,0,0
Pirangi,2004,10,120,0,69,3,3539004,10126,0,NA,98.75567845151097,1185.0681414181315,0,681.4141813154257,29.62670353545329,0,0
Pirapora do Bom Jesus,2004,10,227,2,71,1,3539103,14672,1,2005,68.15703380588877,1547.164667393675,13.631406761177754,483.91494002181025,6.815703380588877,0,0
Pirapozinho,2004,12,219,3,226,0,3539202,22675,0,NA,52.92171995589857,965.8213891951489,13.230429988974642,996.6923925027564,0,0,0
Pirassununga,2004,281,181,10,519,4,3539301,69029,1,1988,407.0752871981341,262.2086369496878,14.48666502484463,751.8579147894363,5.794666009937853,1,0
Piratininga,2004,6,122,1,45,4,3539400,11060,0,NA,54.249547920434,1103.0741410488247,9.041591320072333,406.871609403255,36.166365280289334,0,0
Pitangueiras,2004,18,857,6,263,4,3539509,33262,1,1989,54.11580782875353,2576.513739402321,18.038602609584512,790.6920810534543,12.02573507305634,1,0
Planalto,2004,1,21,1,11,0,3539608,3759,0,NA,26.602819898909285,558.659217877095,26.602819898909285,292.63101888800213,0,0,0
Platina,2004,0,26,0,19,1,3539707,2886,0,NA,0,900.9009009009009,0,658.3506583506584,34.65003465003465,0,0
Poá,2004,322,541,14,454,11,3539806,105805,1,2007,304.3334435990738,511.3179906431643,13.231888852133643,429.0912527763338,10.396484098105004,0,0
Poloni,2004,4,52,0,20,1,3539905,4901,0,NA,81.61599673536013,1061.0079575596817,0,408.0799836768007,20.403999183840032,0,0
