id_municipio,ano,pib
3503802,2014,966725208
3503802,2015,930383338
3503802,2016,1044279417
3503802,2017,1099912275
3503802,2018,1184269482
3503901,2002,566479055
3503901,2003,654419066
3503901,2004,796851403
3503901,2005,961687625
3503901,2006,1038188726
3503901,2007,1161305966
3503901,2008,1503800821
3503901,2009,1577370460
3503901,2010,1988477326
3503901,2011,2158894588
3503901,2012,2354346507
3503901,2013,2889793595
3503901,2014,3778478211
3503901,2015,4808031090
3503901,2016,4829482174
3503901,2017,5415782377
3503901,2018,6155414339
3503950,2002,9527921
3503950,2003,10397341
3503950,2004,9470759
3503950,2005,11189307
3503950,2006,13537360
3503950,2007,14737501
3503950,2008,13138291
3503950,2009,14692098
3503950,2010,14972668
3503950,2011,19497671
3503950,2012,21817768
3503950,2013,20430396
3503950,2014,23168555
3503950,2015,20693052
3503950,2016,31946967
3503950,2017,33421330
3503950,2018,35205302
3504008,2002,711494848
3504008,2003,826234274
3504008,2004,901142579
3504008,2005,943314688
3504008,2006,1008375056
3504008,2007,1146271957
3504008,2008,1212439739
3504008,2009,1426707330
3504008,2010,1666866684
3504008,2011,1902294279
3504008,2012,2242027446
3504008,2013,2463836013
3504008,2014,2706965415
3504008,2015,2710980634
3504008,2016,3065889240
3504008,2017,3323418670
3504008,2018,3363335667
3504107,2002,1097410153
3504107,2003,1273400923
3504107,2004,1430545996
3504107,2005,1571413429
3504107,2006,1902363265
3504107,2007,2348091591
3504107,2008,2692798191
3504107,2009,3031903315
3504107,2010,3709727440
3504107,2011,4285475741
3504107,2012,4434423036
3504107,2013,4827702267
3504107,2014,5316825583
3504107,2015,5559804672
3504107,2016,5583469773
3504107,2017,6466468200
3504107,2018,7140404267
3504206,2002,71835391
3504206,2003,80312320
3504206,2004,86076884
3504206,2005,90145928
3504206,2006,95580677
3504206,2007,132172527
3504206,2008,139770233
3504206,2009,161254401
3504206,2010,169054146
3504206,2011,199750691
3504206,2012,221603446
3504206,2013,227908377
3504206,2014,263260829
3504206,2015,270577066
3504206,2016,290767801
3504206,2017,294993261
3504206,2018,304810510
3504305,2002,69899033
3504305,2003,80275243
3504305,2004,75199878
3504305,2005,83031802
3504305,2006,86676067
3504305,2007,108774277
3504305,2008,101852884
3504305,2009,112158700
3504305,2010,115397413
3504305,2011,152772130
3504305,2012,142391895
3504305,2013,223692996
3504305,2014,273808384
3504305,2015,263410581
3504305,2016,281158298
3504305,2017,266052337
3504305,2018,271908052
3504404,2002,53394519
3504404,2003,69893925
3504404,2004,75948993
3504404,2005,78990472
3504404,2006,114310508
3504404,2007,128487072
3504404,2008,126879818
3504404,2009,143479968
3504404,2010,148440272
3504404,2011,154237485
3504404,2012,167753508
3504404,2013,190167673
3504404,2014,182228634
3504404,2015,295767794
3504404,2016,229791072
3504404,2017,382119741
3504404,2018,319465294
3504503,2002,518140335
3504503,2003,621243745
3504503,2004,668658887
3504503,2005,726209448
3504503,2006,823287411
3504503,2007,864868624
3504503,2008,939077004
3504503,2009,1137053168
3504503,2010,1237711796
3504503,2011,1463351367
3504503,2012,1710675911
3504503,2013,1955722277
3504503,2014,2068987576
3504503,2015,2180929430
3504503,2016,2546313676
3504503,2017,2639476333
3504503,2018,2737160757
3504602,2002,58558132
3504602,2003,68412286
3504602,2004,84643815
3504602,2005,127151710
3504602,2006,143075834
3504602,2007,143892010
3504602,2008,151907827
3504602,2009,171074507
3504602,2010,228059936
3504602,2011,236448079
3504602,2012,241006463
3504602,2013,257679452
3504602,2014,283883411
3504602,2015,316782108
3504602,2016,323290180
3504602,2017,340196100
3504602,2018,353420964
3504701,2002,7370630
3504701,2003,8124627
3504701,2004,8055421
3504701,2005,9883632
3504701,2006,10781121
3504701,2007,14866205
3504701,2008,16960813
3504701,2009,20189297
3504701,2010,17822893
3504701,2011,22771390
3504701,2012,23395973
3504701,2013,33724733
3504701,2014,40164699
3504701,2015,38839537
3504701,2016,46612892
3504701,2017,55455929
3504701,2018,57562788
3504800,2002,47370340
3504800,2003,57941316
3504800,2004,62557779
3504800,2005,67536953
3504800,2006,82520924
3504800,2007,85008236
3504800,2008,106226652
3504800,2009,114123609
3504800,2010,112632684
3504800,2011,135382477
3504800,2012,151169552
3504800,2013,154987522
3504800,2014,157510209
3504800,2015,158399050
3504800,2016,189005985
3504800,2017,216961165
3504800,2018,203039716
3504909,2002,50563885
3504909,2003,56925962
3504909,2004,64321002
3504909,2005,83974771
3504909,2006,78353150
3504909,2007,88339926
3504909,2008,97702178
3504909,2009,107132660
3504909,2010,119562114
3504909,2011,123266803
3504909,2012,145073596
3504909,2013,147825050
3504909,2014,170021006
3504909,2015,197045673
3504909,2016,193500877
3504909,2017,201893904
3504909,2018,184553745
3505005,2002,14836741
3505005,2003,16881646
3505005,2004,17486850
3505005,2005,15790963
3505005,2006,19722108
3505005,2007,18759077
3505005,2008,21558078
3505005,2009,22002191
3505005,2010,25454494
3505005,2011,29584942
3505005,2012,33422028
3505005,2013,37369815
3505005,2014,69083425
3505005,2015,71519323
3505005,2016,80054220
3505005,2017,43662485
3505005,2018,53275613
3505104,2002,28747245
3505104,2003,30722855
3505104,2004,31956830
3505104,2005,29541665
3505104,2006,39228077
3505104,2007,44446877
3505104,2008,47024574
3505104,2009,55406065
3505104,2010,63998911
3505104,2011,73961205
3505104,2012,81936745
3505104,2013,93133741
3505104,2014,81468786
3505104,2015,81492990
3505104,2016,109194024
3505104,2017,88827246
3505104,2018,94911097
3505203,2002,231769168
3505203,2003,266232084
3505203,2004,293129492
3505203,2005,338910720
3505203,2006,396165357
3505203,2007,456220543
3505203,2008,467452499
3505203,2009,539095965
3505203,2010,628396178
3505203,2011,777631982
3505203,2012,796109396
3505203,2013,824568710
3505203,2014,914092144
3505203,2015,1268201932
3505203,2016,1058619999
3505203,2017,1130697700
3505203,2018,1160199259
3505302,2002,441480667
3505302,2003,483129976
3505302,2004,505341963
3505302,2005,578285648
3505302,2006,725565115
3505302,2007,619862777
3505302,2008,630404348
3505302,2009,777924066
3505302,2010,911100192
3505302,2011,1097783824
3505302,2012,1013616893
3505302,2013,1072007507
3505302,2014,1133919343
3505302,2015,1290667592
3505302,2016,1317267417
3505302,2017,1305457537
3505302,2018,1282531674
3505351,2002,13567128
3505351,2003,20301794
3505351,2004,21551766
3505351,2005,23147648
3505351,2006,24997895
3505351,2007,35207361
3505351,2008,33603787
3505351,2009,26545409
3505351,2010,25657661
3505351,2011,35708061
3505351,2012,34226657
3505351,2013,46611311
3505351,2014,78419760
3505351,2015,70122294
3505351,2016,83849754
3505351,2017,82286700
3505351,2018,81216322
3505401,2002,20595250
3505401,2003,24270862
3505401,2004,26663092
3505401,2005,30875956
3505401,2006,34949994
3505401,2007,38925819
3505401,2008,39393353
3505401,2009,47216715
3505401,2010,52299329
3505401,2011,58558461
3505401,2012,61573474
3505401,2013,68361735
3505401,2014,70482264
3505401,2015,79663106
3505401,2016,74062059
3505401,2017,86409208
3505401,2018,91019789
3505500,2002,1074193521
3505500,2003,1224464198
3505500,2004,1409099249
3505500,2005,1480288971
3505500,2006,1754150468
3505500,2007,1899357662
3505500,2008,2061657032
3505500,2009,2254319110
3505500,2010,2500648292
3505500,2011,2742810463
3505500,2012,3083889967
3505500,2013,3421231831
3505500,2014,3759987367
3505500,2015,3845681495
3505500,2016,4251390071
3505500,2017,4680235770
3505500,2018,4859369075
3505609,2002,111917986
3505609,2003,119876680
3505609,2004,116832577
3505609,2005,132525228
3505609,2006,165843399
3505609,2007,162849788
3505609,2008,193293287
3505609,2009,218851366
3505609,2010,251324388
3505609,2011,282505950
3505609,2012,314520532
3505609,2013,358937484
3505609,2014,404450382
3505609,2015,436097438
3505609,2016,485738706
3505609,2017,467961014
3505609,2018,517656128
3505708,2002,11035041634
3505708,2003,13717060755
3505708,2004,16041711422
3505708,2005,20286830061
3505708,2006,25069672225
3505708,2007,28480399272
3505708,2008,27390239011
3505708,2009,28462239259
3505708,2010,30018704499
3505708,2011,34462704226
3505708,2012,39566466395
3505708,2013,43865630799
3505708,2014,45571481910
3505708,2015,47761024678
3505708,2016,47063172570
3505708,2017,47741848934
3505708,2018,50566643987
3505807,2002,298116047
3505807,2003,359804846
3505807,2004,353010236
3505807,2005,314806312
3505807,2006,326181072
3505807,2007,399013102
3505807,2008,399907453
3505807,2009,479229394
3505807,2010,470286155
3505807,2011,469480467
3505807,2012,580164052
3505807,2013,700845646
3505807,2014,716612264
3505807,2015,939202628
3505807,2016,846212665
3505807,2017,1065663165
3505807,2018,959525153
3505906,2002,556903538
3505906,2003,632267613
3505906,2004,645783932
3505906,2005,704393384
3505906,2006,804538375
3505906,2007,813658998
3505906,2008,848146718
3505906,2009,918826110
3505906,2010,1153706590
3505906,2011,1322433818
3505906,2012,1351261165
3505906,2013,1410019689
3505906,2014,1469616432
3505906,2015,1595930985
3505906,2016,1514048597
3505906,2017,1533589955
3505906,2018,1590068481
3506003,2002,2889803482
3506003,2003,3249818509
3506003,2004,3683278581
3506003,2005,4371255141
3506003,2006,4653249278
3506003,2007,5274310252
3506003,2008,5954214368
3506003,2009,6805311940
3506003,2010,8207654550
3506003,2011,9108011379
3506003,2012,9693133046
3506003,2013,11059040324
3506003,2014,11660791166
3506003,2015,12626757618
3506003,2016,13267502614
3506003,2017,13869777602
3506003,2018,14642060756
